Name,Function_formula,Function,Level_1,Level_2_1,Level_2_2,Level_2_3,Level_2_4
Baseline Unit Comp +/- PP,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Unit Metrics,PP or PoP,PP or PoP (Unit)
Baseline Unit Comp Contrib % PP,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Unit Metrics,PP or PoP,PP or PoP (Unit)
Baseline Unit Comp GI vs PP,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Unit Metrics,PP or PoP,PP or PoP (Unit)
Baseline Unit Comp Gr % vs PP,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Unit Metrics,PP or PoP,PP or PoP (Unit)
Baseline Unit Comp PP,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Unit Metrics,PP or PoP,PP or PoP (Unit)
Baseline Unit Contrib % PP,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Unit Metrics,PP or PoP,PP or PoP (Unit)
Baseline Unit EI vs PP,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Unit Metrics,Current Period,Current Period (Unit)
Baseline Unit GI vs PP,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Unit Metrics,PP or PoP,PP or PoP (Unit)
Baseline Unit Gr % vs PP,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Unit Metrics,PP or PoP,PP or PoP (Unit)
Baseline Unit Mkt +/- PP,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Unit Metrics,PP or PoP,PP or PoP (Unit)
Baseline Unit Mkt Contrib % PP,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Unit Metrics,PP or PoP,PP or PoP (Unit)
Baseline Unit Mkt GI vs PP,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Unit Metrics,PP or PoP,PP or PoP (Unit)
Baseline Unit Mkt Gr % vs PP,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Unit Metrics,PP or PoP,PP or PoP (Unit)
Baseline Unit Mkt PP,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Unit Metrics,PP or PoP,PP or PoP (Unit)
Baseline Unit PI +/- PP,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Unit Metrics,PP or PoP,PP or PoP (Unit)
Baseline Unit PI Gr % vs PP,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Unit Metrics,PP or PoP,PP or PoP (Unit)
Baseline Unit PI PP,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Unit Metrics,PP or PoP,PP or PoP (Unit)
Baseline Unit PP,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Unit Metrics,PP or PoP,PP or PoP (Unit)
Baseline Unit Prod +/- PP,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Unit Metrics,PP or PoP,PP or PoP (Unit)
Baseline Unit Prod Contrib % PP,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Unit Metrics,PP or PoP,PP or PoP (Unit)
Baseline Unit Prod GI vs PP,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Unit Metrics,PP or PoP,PP or PoP (Unit)
Baseline Unit Prod Gr % vs PP,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Unit Metrics,PP or PoP,PP or PoP (Unit)
Baseline Unit Prod PP,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Unit Metrics,PP or PoP,PP or PoP (Unit)
Domestic Unit % Mkt Shr +/- PP,Domestic,Domestic,Domestic / Export,Domestic,Unit Metrics,PP or PoP,PP or PoP (Unit)
Domestic Unit % Mkt Shr PP,Domestic,Domestic,Domestic / Export,Domestic,Unit Metrics,PP or PoP,PP or PoP (Unit)
Domestic Unit +/- PP,Domestic,Domestic,Domestic / Export,Domestic,Unit Metrics,PP or PoP,PP or PoP (Unit)
Domestic Unit Comp +/- PP,Domestic,Domestic,Domestic / Export,Domestic,Unit Metrics,PP or PoP,PP or PoP (Unit)
Domestic Unit Comp Contrib % PP,Domestic,Domestic,Domestic / Export,Domestic,Unit Metrics,PP or PoP,PP or PoP (Unit)
Domestic Unit Comp GI vs PP,Domestic,Domestic,Domestic / Export,Domestic,Unit Metrics,PP or PoP,PP or PoP (Unit)
Domestic Unit Comp Gr % vs PP,Domestic,Domestic,Domestic / Export,Domestic,Unit Metrics,PP or PoP,PP or PoP (Unit)
Domestic Unit Comp PP,Domestic,Domestic,Domestic / Export,Domestic,Unit Metrics,PP or PoP,PP or PoP (Unit)
Domestic Unit Contrib % PP,Domestic,Domestic,Domestic / Export,Domestic,Unit Metrics,PP or PoP,PP or PoP (Unit)
Domestic Unit EI vs PP,Domestic,Domestic,Domestic / Export,Domestic,Unit Metrics,Current Period,Current Period (Unit)
Domestic Unit GI vs PP,Domestic,Domestic,Domestic / Export,Domestic,Unit Metrics,PP or PoP,PP or PoP (Unit)
Domestic Unit Gr % vs PP,Domestic,Domestic,Domestic / Export,Domestic,Unit Metrics,PP or PoP,PP or PoP (Unit)
Domestic Unit Mkt +/- PP,Domestic,Domestic,Domestic / Export,Domestic,Unit Metrics,PP or PoP,PP or PoP (Unit)
Domestic Unit Mkt Contrib % PP,Domestic,Domestic,Domestic / Export,Domestic,Unit Metrics,PP or PoP,PP or PoP (Unit)
Domestic Unit Mkt GI vs PP,Domestic,Domestic,Domestic / Export,Domestic,Unit Metrics,PP or PoP,PP or PoP (Unit)
Domestic Unit Mkt Gr % vs PP,Domestic,Domestic,Domestic / Export,Domestic,Unit Metrics,PP or PoP,PP or PoP (Unit)
Domestic Unit Mkt PP,Domestic,Domestic,Domestic / Export,Domestic,Unit Metrics,PP or PoP,PP or PoP (Unit)
Domestic Unit PI +/- PP,Domestic,Domestic,Domestic / Export,Domestic,Unit Metrics,PP or PoP,PP or PoP (Unit)
Domestic Unit PI Gr % vs PP,Domestic,Domestic,Domestic / Export,Domestic,Unit Metrics,PP or PoP,PP or PoP (Unit)
Domestic Unit PI PP,Domestic,Domestic,Domestic / Export,Domestic,Unit Metrics,PP or PoP,PP or PoP (Unit)
Domestic Unit PP,Domestic,Domestic,Domestic / Export,Domestic,Unit Metrics,PP or PoP,PP or PoP (Unit)
Domestic Unit Prod +/- PP,Domestic,Domestic,Domestic / Export,Domestic,Unit Metrics,PP or PoP,PP or PoP (Unit)
Domestic Unit Prod Contrib % PP,Domestic,Domestic,Domestic / Export,Domestic,Unit Metrics,PP or PoP,PP or PoP (Unit)
Domestic Unit Prod GI vs PP,Domestic,Domestic,Domestic / Export,Domestic,Unit Metrics,PP or PoP,PP or PoP (Unit)
Domestic Unit Prod Gr % vs PP,Domestic,Domestic,Domestic / Export,Domestic,Unit Metrics,PP or PoP,PP or PoP (Unit)
Domestic Unit Prod PP,Domestic,Domestic,Domestic / Export,Domestic,Unit Metrics,PP or PoP,PP or PoP (Unit)
Export Unit % Mkt Shr +/- PP,Export,Export,Domestic / Export,Export,Unit Metrics,PP or PoP,PP or PoP (Unit)
Export Unit % Mkt Shr PP,Export,Export,Domestic / Export,Export,Unit Metrics,PP or PoP,PP or PoP (Unit)
Export Unit +/- PP,Export,Export,Domestic / Export,Export,Unit Metrics,PP or PoP,PP or PoP (Unit)
Export Unit Comp +/- PP,Export,Export,Domestic / Export,Export,Unit Metrics,PP or PoP,PP or PoP (Unit)
Export Unit Comp Contrib % PP,Export,Export,Domestic / Export,Export,Unit Metrics,PP or PoP,PP or PoP (Unit)
Export Unit Comp GI vs PP,Export,Export,Domestic / Export,Export,Unit Metrics,PP or PoP,PP or PoP (Unit)
Export Unit Comp Gr % vs PP,Export,Export,Domestic / Export,Export,Unit Metrics,PP or PoP,PP or PoP (Unit)
Export Unit Comp PP,Export,Export,Domestic / Export,Export,Unit Metrics,PP or PoP,PP or PoP (Unit)
Export Unit Contrib % PP,Export,Export,Domestic / Export,Export,Unit Metrics,PP or PoP,PP or PoP (Unit)
Export Unit EI vs PP,Export,Export,Domestic / Export,Export,Unit Metrics,Current Period,Current Period (Unit)
Export Unit GI vs PP,Export,Export,Domestic / Export,Export,Unit Metrics,PP or PoP,PP or PoP (Unit)
Export Unit Gr % vs PP,Export,Export,Domestic / Export,Export,Unit Metrics,PP or PoP,PP or PoP (Unit)
Export Unit Mkt +/- PP,Export,Export,Domestic / Export,Export,Unit Metrics,PP or PoP,PP or PoP (Unit)
Export Unit Mkt Contrib % PP,Export,Export,Domestic / Export,Export,Unit Metrics,PP or PoP,PP or PoP (Unit)
Export Unit Mkt GI vs PP,Export,Export,Domestic / Export,Export,Unit Metrics,PP or PoP,PP or PoP (Unit)
Export Unit Mkt Gr % vs PP,Export,Export,Domestic / Export,Export,Unit Metrics,PP or PoP,PP or PoP (Unit)
Export Unit Mkt PP,Export,Export,Domestic / Export,Export,Unit Metrics,PP or PoP,PP or PoP (Unit)
Export Unit PI +/- PP,Export,Export,Domestic / Export,Export,Unit Metrics,PP or PoP,PP or PoP (Unit)
Export Unit PI Gr % vs PP,Export,Export,Domestic / Export,Export,Unit Metrics,PP or PoP,PP or PoP (Unit)
Export Unit PI PP,Export,Export,Domestic / Export,Export,Unit Metrics,PP or PoP,PP or PoP (Unit)
Export Unit PP,Export,Export,Domestic / Export,Export,Unit Metrics,PP or PoP,PP or PoP (Unit)
Export Unit Prod +/- PP,Export,Export,Domestic / Export,Export,Unit Metrics,PP or PoP,PP or PoP (Unit)
Export Unit Prod Contrib % PP,Export,Export,Domestic / Export,Export,Unit Metrics,PP or PoP,PP or PoP (Unit)
Export Unit Prod GI vs PP,Export,Export,Domestic / Export,Export,Unit Metrics,PP or PoP,PP or PoP (Unit)
Export Unit Prod Gr % vs PP,Export,Export,Domestic / Export,Export,Unit Metrics,PP or PoP,PP or PoP (Unit)
Export Unit Prod PP,Export,Export,Domestic / Export,Export,Unit Metrics,PP or PoP,PP or PoP (Unit)
Grocery Unit % Mkt Shr +/- PP,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,PP or PoP,PP or PoP (Unit)
Grocery Unit % Mkt Shr PP,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,PP or PoP,PP or PoP (Unit)
Grocery Unit +/- PP,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,PP or PoP,PP or PoP (Unit)
Grocery Unit Comp +/- PP,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,PP or PoP,PP or PoP (Unit)
Grocery Unit Comp Contrib % PP,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,PP or PoP,PP or PoP (Unit)
Grocery Unit Comp GI vs PP,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,PP or PoP,PP or PoP (Unit)
Grocery Unit Comp Gr % vs PP,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,PP or PoP,PP or PoP (Unit)
Grocery Unit Comp PP,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,PP or PoP,PP or PoP (Unit)
Grocery Unit Contrib % PP,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,PP or PoP,PP or PoP (Unit)
Grocery Unit EI vs PP,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,Current Period,Current Period (Unit)
Grocery Unit GI vs PP,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,PP or PoP,PP or PoP (Unit)
Grocery Unit Gr % vs PP,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,PP or PoP,PP or PoP (Unit)
Grocery Unit Mkt +/- PP,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,PP or PoP,PP or PoP (Unit)
Grocery Unit Mkt Contrib % PP,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,PP or PoP,PP or PoP (Unit)
Grocery Unit Mkt GI vs PP,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,PP or PoP,PP or PoP (Unit)
Grocery Unit Mkt Gr % vs PP,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,PP or PoP,PP or PoP (Unit)
Grocery Unit Mkt PP,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,PP or PoP,PP or PoP (Unit)
Grocery Unit PI +/- PP,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,PP or PoP,PP or PoP (Unit)
Grocery Unit PI Gr % vs PP,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,PP or PoP,PP or PoP (Unit)
Grocery Unit PI PP,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,PP or PoP,PP or PoP (Unit)
Grocery Unit PP,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,PP or PoP,PP or PoP (Unit)
Grocery Unit Prod +/- PP,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,PP or PoP,PP or PoP (Unit)
Grocery Unit Prod Contrib % PP,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,PP or PoP,PP or PoP (Unit)
Grocery Unit Prod GI vs PP,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,PP or PoP,PP or PoP (Unit)
Grocery Unit Prod Gr % vs PP,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,PP or PoP,PP or PoP (Unit)
Grocery Unit Prod PP,Grocery,Grocery,Retail / Grocery,Grocery,Unit Metrics,PP or PoP,PP or PoP (Unit)
Incremental Unit % Mkt Shr +/- PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,PP or PoP,PP or PoP (Unit)
Incremental Unit % Mkt Shr PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,PP or PoP,PP or PoP (Unit)
Incremental Unit +/- PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,PP or PoP,PP or PoP (Unit)
Incremental Unit Comp +/- PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,PP or PoP,PP or PoP (Unit)
Incremental Unit Comp Contrib % PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,PP or PoP,PP or PoP (Unit)
Incremental Unit Comp GI vs PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,PP or PoP,PP or PoP (Unit)
Incremental Unit Comp Gr % vs PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,PP or PoP,PP or PoP (Unit)
Incremental Unit Comp PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,PP or PoP,PP or PoP (Unit)
Incremental Unit Contrib % PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,PP or PoP,PP or PoP (Unit)
Incremental Unit EI vs PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,Current Period,Current Period (Unit)
Incremental Unit GI vs PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,PP or PoP,PP or PoP (Unit)
Incremental Unit Gr % vs PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,PP or PoP,PP or PoP (Unit)
Incremental Unit Mkt +/- PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,PP or PoP,PP or PoP (Unit)
Incremental Unit Mkt Contrib % PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,PP or PoP,PP or PoP (Unit)
Incremental Unit Mkt GI vs PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,PP or PoP,PP or PoP (Unit)
Incremental Unit Mkt Gr % vs PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,PP or PoP,PP or PoP (Unit)
Incremental Unit Mkt PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,PP or PoP,PP or PoP (Unit)
Incremental Unit PI +/- PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,PP or PoP,PP or PoP (Unit)
Incremental Unit PI Gr % vs PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,PP or PoP,PP or PoP (Unit)
Incremental Unit PI PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,PP or PoP,PP or PoP (Unit)
Incremental Unit PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,PP or PoP,PP or PoP (Unit)
Incremental Unit Prod +/- PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,PP or PoP,PP or PoP (Unit)
Incremental Unit Prod Contrib % PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,PP or PoP,PP or PoP (Unit)
Incremental Unit Prod GI vs PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,PP or PoP,PP or PoP (Unit)
Incremental Unit Prod Gr % vs PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,PP or PoP,PP or PoP (Unit)
Incremental Unit Prod PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Unit Metrics,PP or PoP,PP or PoP (Unit)
Lost Unit % Mkt Shr +/- PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,PP or PoP,PP or PoP (Unit)
Lost Unit % Mkt Shr PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,PP or PoP,PP or PoP (Unit)
Lost Unit +/- PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,PP or PoP,PP or PoP (Unit)
Lost Unit Comp +/- PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,PP or PoP,PP or PoP (Unit)
Lost Unit Comp Contrib % PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,PP or PoP,PP or PoP (Unit)
Lost Unit Comp GI vs PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,PP or PoP,PP or PoP (Unit)
Lost Unit Comp Gr % vs PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,PP or PoP,PP or PoP (Unit)
Lost Unit Comp PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,PP or PoP,PP or PoP (Unit)
Lost Unit Contrib % PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,PP or PoP,PP or PoP (Unit)
Lost Unit EI vs PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,Current Period,Current Period (Unit)
Lost Unit GI vs PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,PP or PoP,PP or PoP (Unit)
Lost Unit Gr % vs PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,PP or PoP,PP or PoP (Unit)
Lost Unit Mkt +/- PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,PP or PoP,PP or PoP (Unit)
Lost Unit Mkt Contrib % PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,PP or PoP,PP or PoP (Unit)
Lost Unit Mkt GI vs PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,PP or PoP,PP or PoP (Unit)
Lost Unit Mkt Gr % vs PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,PP or PoP,PP or PoP (Unit)
Lost Unit Mkt PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,PP or PoP,PP or PoP (Unit)
Lost Unit PI +/- PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,PP or PoP,PP or PoP (Unit)
Lost Unit PI Gr % vs PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,PP or PoP,PP or PoP (Unit)
Lost Unit PI PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,PP or PoP,PP or PoP (Unit)
Lost Unit PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,PP or PoP,PP or PoP (Unit)
Lost Unit Prod +/- PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,PP or PoP,PP or PoP (Unit)
Lost Unit Prod Contrib % PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,PP or PoP,PP or PoP (Unit)
Lost Unit Prod GI vs PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,PP or PoP,PP or PoP (Unit)
Lost Unit Prod Gr % vs PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,PP or PoP,PP or PoP (Unit)
Lost Unit Prod PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Unit Metrics,PP or PoP,PP or PoP (Unit)
Non Promo Unit % Mkt Shr +/- PP,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,PP or PoP,PP or PoP (Unit)
Non Promo Unit % Mkt Shr PP,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,PP or PoP,PP or PoP (Unit)
Non Promo Unit +/- PP,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,PP or PoP,PP or PoP (Unit)
Non Promo Unit Comp +/- PP,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,PP or PoP,PP or PoP (Unit)
Non Promo Unit Comp Contrib % PP,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,PP or PoP,PP or PoP (Unit)
Non Promo Unit Comp GI vs PP,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,PP or PoP,PP or PoP (Unit)
Non Promo Unit Comp Gr % vs PP,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,PP or PoP,PP or PoP (Unit)
Non Promo Unit Comp PP,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,PP or PoP,PP or PoP (Unit)
Non Promo Unit Contrib % PP,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,PP or PoP,PP or PoP (Unit)
Non Promo Unit EI vs PP,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,Current Period,Current Period (Unit)
Non Promo Unit GI vs PP,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,PP or PoP,PP or PoP (Unit)
Non Promo Unit Gr % vs PP,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,PP or PoP,PP or PoP (Unit)
Non Promo Unit Mkt +/- PP,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,PP or PoP,PP or PoP (Unit)
Non Promo Unit Mkt Contrib % PP,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,PP or PoP,PP or PoP (Unit)
Non Promo Unit Mkt GI vs PP,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,PP or PoP,PP or PoP (Unit)
Non Promo Unit Mkt Gr % vs PP,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,PP or PoP,PP or PoP (Unit)
Non Promo Unit Mkt PP,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,PP or PoP,PP or PoP (Unit)
Non Promo Unit PI +/- PP,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,PP or PoP,PP or PoP (Unit)
Non Promo Unit PI Gr % vs PP,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,PP or PoP,PP or PoP (Unit)
Non Promo Unit PI PP,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,PP or PoP,PP or PoP (Unit)
Non Promo Unit PP,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,PP or PoP,PP or PoP (Unit)
Non Promo Unit Prod +/- PP,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,PP or PoP,PP or PoP (Unit)
Non Promo Unit Prod Contrib % PP,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,PP or PoP,PP or PoP (Unit)
Non Promo Unit Prod GI vs PP,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,PP or PoP,PP or PoP (Unit)
Non Promo Unit Prod Gr % vs PP,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,PP or PoP,PP or PoP (Unit)
Non Promo Unit Prod PP,Non,Non Promo,Promo / Non Promo,Non Promo,Unit Metrics,PP or PoP,PP or PoP (Unit)
Online Unit % Mkt Shr +/- PP,Online,Online,Brick & Mortar / Online,Online,Unit Metrics,PP or PoP,PP or PoP (Unit)
Online Unit % Mkt Shr PP,Online,Online,Brick & Mortar / Online,Online,Unit Metrics,PP or PoP,PP or PoP (Unit)
Online Unit +/- PP,Online,Online,Brick & Mortar / Online,Online,Unit Metrics,PP or PoP,PP or PoP (Unit)
Online Unit Comp +/- PP,Online,Online,Brick & Mortar / Online,Online,Unit Metrics,PP or PoP,PP or PoP (Unit)
Online Unit Comp Contrib % PP,Online,Online,Brick & Mortar / Online,Online,Unit Metrics,PP or PoP,PP or PoP (Unit)
Online Unit Comp GI vs PP,Online,Online,Brick & Mortar / Online,Online,Unit Metrics,PP or PoP,PP or PoP (Unit)
Online Unit Comp Gr % vs PP,Online,Online,Brick & Mortar / Online,Online,Unit Metrics,PP or PoP,PP or PoP (Unit)
