Name	Level_1	Level_2_1	Level_2_2	Level_2_3	Level_2_4
Incremental Unit Comp +/- PP	Baseline /Incremental / Lost	Incremental	Unit Metrics	PP or PoP	PP or PoP (Unit)
Incremental Unit Comp Contrib % PP	Baseline /Incremental / Lost	Incremental	Unit Metrics	PP or PoP	PP or PoP (Unit)
Incremental Unit Comp GI vs PP	Baseline /Incremental / Lost	Incremental	Unit Metrics	PP or PoP	PP or PoP (Unit)
Incremental Unit Comp Gr % vs PP	Baseline /Incremental / Lost	Incremental	Unit Metrics	PP or PoP	PP or PoP (Unit)
Incremental Unit Comp PP	Baseline /Incremental / Lost	Incremental	Unit Metrics	PP or PoP	PP or PoP (Unit)
Incremental Unit Contrib % PP	Baseline /Incremental / Lost	Incremental	Unit Metrics	PP or PoP	PP or PoP (Unit)
Incremental Unit EI vs PP	Baseline /Incremental / Lost	Incremental	Unit Metrics	Current Period	Current Period (Unit)
Incremental Unit GI vs PP	Baseline /Incremental / Lost	Incremental	Unit Metrics	PP or PoP	PP or PoP (Unit)
Incremental Unit Gr % vs PP	Baseline /Incremental / Lost	Incremental	Unit Metrics	PP or PoP	PP or PoP (Unit)
Incremental Unit Mkt +/- PP	Baseline /Incremental / Lost	Incremental	Unit Metrics	PP or PoP	PP or PoP (Unit)
Incremental Unit Mkt Contrib % PP	Baseline /Incremental / Lost	Incremental	Unit Metrics	PP or PoP	PP or PoP (Unit)
Incremental Unit Mkt GI vs PP	Baseline /Incremental / Lost	Incremental	Unit Metrics	PP or PoP	PP or PoP (Unit)
Incremental Unit Mkt Gr % vs PP	Baseline /Incremental / Lost	Incremental	Unit Metrics	PP or PoP	PP or PoP (Unit)
Incremental Unit Mkt PP	Baseline /Incremental / Lost	Incremental	Unit Metrics	PP or PoP	PP or PoP (Unit)
Incremental Unit PI +/- PP	Baseline /Incremental / Lost	Incremental	Unit Metrics	PP or PoP	PP or PoP (Unit)
Incremental Unit PI Gr % vs PP	Baseline /Incremental / Lost	Incremental	Unit Metrics	PP or PoP	PP or PoP (Unit)
Incremental Unit PI PP	Baseline /Incremental / Lost	Incremental	Unit Metrics	PP or PoP	PP or PoP (Unit)
Incremental Unit PP	Baseline /Incremental / Lost	Incremental	Unit Metrics	PP or PoP	PP or PoP (Unit)
Incremental Unit Prod +/- PP	Baseline /Incremental / Lost	Incremental	Unit Metrics	PP or PoP	PP or PoP (Unit)
Incremental Unit Prod Contrib % PP	Baseline /Incremental / Lost	Incremental	Unit Metrics	PP or PoP	PP or PoP (Unit)
Incremental Unit Prod GI vs PP	Baseline /Incremental / Lost	Incremental	Unit Metrics	PP or PoP	PP or PoP (Unit)
Incremental Unit Prod Gr % vs PP	Baseline /Incremental / Lost	Incremental	Unit Metrics	PP or PoP	PP or PoP (Unit)
Incremental Unit Prod PP	Baseline /Incremental / Lost	Incremental	Unit Metrics	PP or PoP	PP or PoP (Unit)
Lost Unit % Mkt Shr +/- PP	Baseline /Incremental / Lost	Lost	Unit Metrics	PP or PoP	PP or PoP (Unit)
Lost Unit % Mkt Shr PP	Baseline /Incremental / Lost	Lost	Unit Metrics	PP or PoP	PP or PoP (Unit)
Lost Unit +/- PP	Baseline /Incremental / Lost	Lost	Unit Metrics	PP or PoP	PP or PoP (Unit)
Lost Unit Comp +/- PP	Baseline /Incremental / Lost	Lost	Unit Metrics	PP or PoP	PP or PoP (Unit)
Lost Unit Comp Contrib % PP	Baseline /Incremental / Lost	Lost	Unit Metrics	PP or PoP	PP or PoP (Unit)
Lost Unit Comp GI vs PP	Baseline /Incremental / Lost	Lost	Unit Metrics	PP or PoP	PP or PoP (Unit)
Lost Unit Comp Gr % vs PP	Baseline /Incremental / Lost	Lost	Unit Metrics	PP or PoP	PP or PoP (Unit)
Lost Unit Comp PP	Baseline /Incremental / Lost	Lost	Unit Metrics	PP or PoP	PP or PoP (Unit)
Lost Unit Contrib % PP	Baseline /Incremental / Lost	Lost	Unit Metrics	PP or PoP	PP or PoP (Unit)
Lost Unit EI vs PP	Baseline /Incremental / Lost	Lost	Unit Metrics	Current Period	Current Period (Unit)
Lost Unit GI vs PP	Baseline /Incremental / Lost	Lost	Unit Metrics	PP or PoP	PP or PoP (Unit)
Lost Unit Gr % vs PP	Baseline /Incremental / Lost	Lost	Unit Metrics	PP or PoP	PP or PoP (Unit)
Lost Unit Mkt +/- PP	Baseline /Incremental / Lost	Lost	Unit Metrics	PP or PoP	PP or PoP (Unit)
Lost Unit Mkt Contrib % PP	Baseline /Incremental / Lost	Lost	Unit Metrics	PP or PoP	PP or PoP (Unit)
Lost Unit Mkt GI vs PP	Baseline /Incremental / Lost	Lost	Unit Metrics	PP or PoP	PP or PoP (Unit)
Lost Unit Mkt Gr % vs PP	Baseline /Incremental / Lost	Lost	Unit Metrics	PP or PoP	PP or PoP (Unit)
Lost Unit Mkt PP	Baseline /Incremental / Lost	Lost	Unit Metrics	PP or PoP	PP or PoP (Unit)
Lost Unit PI +/- PP	Baseline /Incremental / Lost	Lost	Unit Metrics	PP or PoP	PP or PoP (Unit)
Lost Unit PI Gr % vs PP	Baseline /Incremental / Lost	Lost	Unit Metrics	PP or PoP	PP or PoP (Unit)
Lost Unit PI PP	Baseline /Incremental / Lost	Lost	Unit Metrics	PP or PoP	PP or PoP (Unit)
Lost Unit PP	Baseline /Incremental / Lost	Lost	Unit Metrics	PP or PoP	PP or PoP (Unit)
Lost Unit Prod +/- PP	Baseline /Incremental / Lost	Lost	Unit Metrics	PP or PoP	PP or PoP (Unit)
Lost Unit Prod Contrib % PP	Baseline /Incremental / Lost	Lost	Unit Metrics	PP or PoP	PP or PoP (Unit)
Lost Unit Prod GI vs PP	Baseline /Incremental / Lost	Lost	Unit Metrics	PP or PoP	PP or PoP (Unit)
Lost Unit Prod Gr % vs PP	Baseline /Incremental / Lost	Lost	Unit Metrics	PP or PoP	PP or PoP (Unit)
Lost Unit Prod PP	Baseline /Incremental / Lost	Lost	Unit Metrics	PP or PoP	PP or PoP (Unit)
Non Promo Unit % Mkt Shr +/- PP	Promo / Non Promo	Non Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Non Promo Unit % Mkt Shr PP	Promo / Non Promo	Non Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Non Promo Unit +/- PP	Promo / Non Promo	Non Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Non Promo Unit Comp +/- PP	Promo / Non Promo	Non Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Non Promo Unit Comp Contrib % PP	Promo / Non Promo	Non Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Non Promo Unit Comp GI vs PP	Promo / Non Promo	Non Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Non Promo Unit Comp Gr % vs PP	Promo / Non Promo	Non Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Non Promo Unit Comp PP	Promo / Non Promo	Non Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Non Promo Unit Contrib % PP	Promo / Non Promo	Non Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Non Promo Unit EI vs PP	Promo / Non Promo	Non Promo	Unit Metrics	Current Period	Current Period (Unit)
Non Promo Unit GI vs PP	Promo / Non Promo	Non Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Non Promo Unit Gr % vs PP	Promo / Non Promo	Non Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Non Promo Unit Mkt +/- PP	Promo / Non Promo	Non Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Non Promo Unit Mkt Contrib % PP	Promo / Non Promo	Non Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Non Promo Unit Mkt GI vs PP	Promo / Non Promo	Non Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Non Promo Unit Mkt Gr % vs PP	Promo / Non Promo	Non Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Non Promo Unit Mkt PP	Promo / Non Promo	Non Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Non Promo Unit PI +/- PP	Promo / Non Promo	Non Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Non Promo Unit PI Gr % vs PP	Promo / Non Promo	Non Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Non Promo Unit PI PP	Promo / Non Promo	Non Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Non Promo Unit PP	Promo / Non Promo	Non Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Non Promo Unit Prod +/- PP	Promo / Non Promo	Non Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Non Promo Unit Prod Contrib % PP	Promo / Non Promo	Non Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Non Promo Unit Prod GI vs PP	Promo / Non Promo	Non Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Non Promo Unit Prod Gr % vs PP	Promo / Non Promo	Non Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Non Promo Unit Prod PP	Promo / Non Promo	Non Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Online Unit % Mkt Shr +/- PP	Brick & Mortar / Online	Online	Unit Metrics	PP or PoP	PP or PoP (Unit)
Online Unit % Mkt Shr PP	Brick & Mortar / Online	Online	Unit Metrics	PP or PoP	PP or PoP (Unit)
Online Unit +/- PP	Brick & Mortar / Online	Online	Unit Metrics	PP or PoP	PP or PoP (Unit)
Online Unit Comp +/- PP	Brick & Mortar / Online	Online	Unit Metrics	PP or PoP	PP or PoP (Unit)
Online Unit Comp Contrib % PP	Brick & Mortar / Online	Online	Unit Metrics	PP or PoP	PP or PoP (Unit)
Online Unit Comp GI vs PP	Brick & Mortar / Online	Online	Unit Metrics	PP or PoP	PP or PoP (Unit)
Online Unit Comp Gr % vs PP	Brick & Mortar / Online	Online	Unit Metrics	PP or PoP	PP or PoP (Unit)
Online Unit Comp PP	Brick & Mortar / Online	Online	Unit Metrics	PP or PoP	PP or PoP (Unit)
Online Unit Contrib % PP	Brick & Mortar / Online	Online	Unit Metrics	PP or PoP	PP or PoP (Unit)
Online Unit EI vs PP	Brick & Mortar / Online	Online	Unit Metrics	Current Period	Current Period (Unit)
Online Unit GI vs PP	Brick & Mortar / Online	Online	Unit Metrics	PP or PoP	PP or PoP (Unit)
Online Unit Gr % vs PP	Brick & Mortar / Online	Online	Unit Metrics	PP or PoP	PP or PoP (Unit)
Online Unit Mkt +/- PP	Brick & Mortar / Online	Online	Unit Metrics	PP or PoP	PP or PoP (Unit)
Online Unit Mkt Contrib % PP	Brick & Mortar / Online	Online	Unit Metrics	PP or PoP	PP or PoP (Unit)
Online Unit Mkt GI vs PP	Brick & Mortar / Online	Online	Unit Metrics	PP or PoP	PP or PoP (Unit)
Online Unit Mkt Gr % vs PP	Brick & Mortar / Online	Online	Unit Metrics	PP or PoP	PP or PoP (Unit)
Online Unit Mkt PP	Brick & Mortar / Online	Online	Unit Metrics	PP or PoP	PP or PoP (Unit)
Online Unit PI +/- PP	Brick & Mortar / Online	Online	Unit Metrics	PP or PoP	PP or PoP (Unit)
Online Unit PI Gr % vs PP	Brick & Mortar / Online	Online	Unit Metrics	PP or PoP	PP or PoP (Unit)
Online Unit PI PP	Brick & Mortar / Online	Online	Unit Metrics	PP or PoP	PP or PoP (Unit)
Online Unit PP	Brick & Mortar / Online	Online	Unit Metrics	PP or PoP	PP or PoP (Unit)
Online Unit Prod +/- PP	Brick & Mortar / Online	Online	Unit Metrics	PP or PoP	PP or PoP (Unit)
Online Unit Prod Contrib % PP	Brick & Mortar / Online	Online	Unit Metrics	PP or PoP	PP or PoP (Unit)
Online Unit Prod GI vs PP	Brick & Mortar / Online	Online	Unit Metrics	PP or PoP	PP or PoP (Unit)
Online Unit Prod Gr % vs PP	Brick & Mortar / Online	Online	Unit Metrics	PP or PoP	PP or PoP (Unit)
Online Unit Prod PP	Brick & Mortar / Online	Online	Unit Metrics	PP or PoP	PP or PoP (Unit)
Promo Unit % Mkt Shr +/- PP	Promo / Non Promo	Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Promo Unit % Mkt Shr PP	Promo / Non Promo	Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Promo Unit +/- PP	Promo / Non Promo	Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Promo Unit Comp +/- PP	Promo / Non Promo	Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Promo Unit Comp Contrib % PP	Promo / Non Promo	Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Promo Unit Comp GI vs PP	Promo / Non Promo	Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Promo Unit Comp Gr % vs PP	Promo / Non Promo	Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Promo Unit Comp PP	Promo / Non Promo	Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Promo Unit Contrib % PP	Promo / Non Promo	Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Promo Unit EI vs PP	Promo / Non Promo	Promo	Unit Metrics	Current Period	Current Period (Unit)
Promo Unit GI vs PP	Promo / Non Promo	Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Promo Unit Gr % vs PP	Promo / Non Promo	Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Promo Unit Mkt +/- PP	Promo / Non Promo	Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Promo Unit Mkt Contrib % PP	Promo / Non Promo	Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Promo Unit Mkt GI vs PP	Promo / Non Promo	Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Promo Unit Mkt Gr % vs PP	Promo / Non Promo	Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Promo Unit Mkt PP	Promo / Non Promo	Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Promo Unit PI +/- PP	Promo / Non Promo	Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Promo Unit PI Gr % vs PP	Promo / Non Promo	Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Promo Unit PI PP	Promo / Non Promo	Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Promo Unit PP	Promo / Non Promo	Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Promo Unit Prod +/- PP	Promo / Non Promo	Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Promo Unit Prod Contrib % PP	Promo / Non Promo	Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Promo Unit Prod GI vs PP	Promo / Non Promo	Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Promo Unit Prod Gr % vs PP	Promo / Non Promo	Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Promo Unit Prod PP	Promo / Non Promo	Promo	Unit Metrics	PP or PoP	PP or PoP (Unit)
Ret/Gr Unit Ratio +/- PP	Retail / Grocery	Retail	Unit Metrics	PP or PoP	PP or PoP (Unit)
Ret/Gr Unit Ratio PP	Retail / Grocery	Retail	Unit Metrics	PP or PoP	PP or PoP (Unit)
Retail Unit % Mkt Shr +/- PP	Retail / Grocery	Retail	Unit Metrics	PP or PoP	PP or PoP (Unit)
Retail Unit % Mkt Shr PP	Retail / Grocery	Retail	Unit Metrics	PP or PoP	PP or PoP (Unit)
Retail Unit +/- PP	Retail / Grocery	Retail	Unit Metrics	PP or PoP	PP or PoP (Unit)
Retail Unit Comp +/- PP	Retail / Grocery	Retail	Unit Metrics	PP or PoP	PP or PoP (Unit)
Retail Unit Comp Contrib % PP	Retail / Grocery	Retail	Unit Metrics	PP or PoP	PP or PoP (Unit)
Retail Unit Comp GI vs PP	Retail / Grocery	Retail	Unit Metrics	PP or PoP	PP or PoP (Unit)
Retail Unit Comp Gr % vs PP	Retail / Grocery	Retail	Unit Metrics	PP or PoP	PP or PoP (Unit)
Retail Unit Comp PP	Retail / Grocery	Retail	Unit Metrics	PP or PoP	PP or PoP (Unit)
Retail Unit Contrib % PP	Retail / Grocery	Retail	Unit Metrics	PP or PoP	PP or PoP (Unit)
Retail Unit EI vs PP	Retail / Grocery	Retail	Unit Metrics	Current Period	Current Period (Unit)
Retail Unit GI vs PP	Retail / Grocery	Retail	Unit Metrics	PP or PoP	PP or PoP (Unit)
Retail Unit Gr % vs PP	Retail / Grocery	Retail	Unit Metrics	PP or PoP	PP or PoP (Unit)
Retail Unit Mkt +/- PP	Retail / Grocery	Retail	Unit Metrics	PP or PoP	PP or PoP (Unit)
Retail Unit Mkt Contrib % PP	Retail / Grocery	Retail	Unit Metrics	PP or PoP	PP or PoP (Unit)
Retail Unit Mkt GI vs PP	Retail / Grocery	Retail	Unit Metrics	PP or PoP	PP or PoP (Unit)
Retail Unit Mkt Gr % vs PP	Retail / Grocery	Retail	Unit Metrics	PP or PoP	PP or PoP (Unit)
Retail Unit Mkt PP	Retail / Grocery	Retail	Unit Metrics	PP or PoP	PP or PoP (Unit)
Retail Unit PI +/- PP	Retail / Grocery	Retail	Unit Metrics	PP or PoP	PP or PoP (Unit)
Retail Unit PI Gr % vs PP	Retail / Grocery	Retail	Unit Metrics	PP or PoP	PP or PoP (Unit)
Retail Unit PI PP	Retail / Grocery	Retail	Unit Metrics	PP or PoP	PP or PoP (Unit)
Retail Unit PP	Retail / Grocery	Retail	Unit Metrics	PP or PoP	PP or PoP (Unit)
Retail Unit Prod +/- PP	Retail / Grocery	Retail	Unit Metrics	PP or PoP	PP or PoP (Unit)
Retail Unit Prod Contrib % PP	Retail / Grocery	Retail	Unit Metrics	PP or PoP	PP or PoP (Unit)
Retail Unit Prod GI vs PP	Retail / Grocery	Retail	Unit Metrics	PP or PoP	PP or PoP (Unit)
Retail Unit Prod Gr % vs PP	Retail / Grocery	Retail	Unit Metrics	PP or PoP	PP or PoP (Unit)
Retail Unit Prod PP	Retail / Grocery	Retail	Unit Metrics	PP or PoP	PP or PoP (Unit)
ROS Unit +/- PP	Distribution Metrics	Distribution Value Metrics	Unit Metrics	PP or PoP	PP or PoP (Unit)
ROS Unit PP	Distribution Metrics	Distribution Value Metrics	Unit Metrics	PP or PoP	PP or PoP (Unit)
Scanout Unit % Mkt Shr +/- PP	Scanout / Sellin	Scanout	Unit Metrics	PP or PoP	PP or PoP (Unit)
Scanout Unit % Mkt Shr PP	Scanout / Sellin	Scanout	Unit Metrics	PP or PoP	PP or PoP (Unit)
Scanout Unit +/- PP	Scanout / Sellin	Scanout	Unit Metrics	PP or PoP	PP or PoP (Unit)
Scanout Unit Comp +/- PP	Scanout / Sellin	Scanout	Unit Metrics	PP or PoP	PP or PoP (Unit)
Scanout Unit Comp Contrib % PP	Scanout / Sellin	Scanout	Unit Metrics	PP or PoP	PP or PoP (Unit)
Scanout Unit Comp GI vs PP	Scanout / Sellin	Scanout	Unit Metrics	PP or PoP	PP or PoP (Unit)
Scanout Unit Comp Gr % vs PP	Scanout / Sellin	Scanout	Unit Metrics	PP or PoP	PP or PoP (Unit)
Scanout Unit Comp PP	Scanout / Sellin	Scanout	Unit Metrics	PP or PoP	PP or PoP (Unit)
Scanout Unit Contrib % PP	Scanout / Sellin	Scanout	Unit Metrics	PP or PoP	PP or PoP (Unit)
Scanout Unit EI vs PP	Scanout / Sellin	Scanout	Unit Metrics	Current Period	Current Period (Unit)
Scanout Unit GI vs PP	Scanout / Sellin	Scanout	Unit Metrics	PP or PoP	PP or PoP (Unit)
Scanout Unit Gr % vs PP	Scanout / Sellin	Scanout	Unit Metrics	PP or PoP	PP or PoP (Unit)
Scanout Unit Mkt +/- PP	Scanout / Sellin	Scanout	Unit Metrics	PP or PoP	PP or PoP (Unit)
Scanout Unit Mkt Contrib % PP	Scanout / Sellin	Scanout	Unit Metrics	PP or PoP	PP or PoP (Unit)
Scanout Unit Mkt GI vs PP	Scanout / Sellin	Scanout	Unit Metrics	PP or PoP	PP or PoP (Unit)
Scanout Unit Mkt Gr % vs PP	Scanout / Sellin	Scanout	Unit Metrics	PP or PoP	PP or PoP (Unit)
Scanout Unit Mkt PP	Scanout / Sellin	Scanout	Unit Metrics	PP or PoP	PP or PoP (Unit)
Scanout Unit PI +/- PP	Scanout / Sellin	Scanout	Unit Metrics	PP or PoP	PP or PoP (Unit)
Scanout Unit PI Gr % vs PP	Scanout / Sellin	Scanout	Unit Metrics	PP or PoP	PP or PoP (Unit)
Scanout Unit PI PP	Scanout / Sellin	Scanout	Unit Metrics	PP or PoP	PP or PoP (Unit)
Scanout Unit PP	Scanout / Sellin	Scanout	Unit Metrics	PP or PoP	PP or PoP (Unit)
Scanout Unit Prod +/- PP	Scanout / Sellin	Scanout	Unit Metrics	PP or PoP	PP or PoP (Unit)
Scanout Unit Prod Contrib % PP	Scanout / Sellin	Scanout	Unit Metrics	PP or PoP	PP or PoP (Unit)
Scanout Unit Prod GI vs PP	Scanout / Sellin	Scanout	Unit Metrics	PP or PoP	PP or PoP (Unit)
Scanout Unit Prod Gr % vs PP	Scanout / Sellin	Scanout	Unit Metrics	PP or PoP	PP or PoP (Unit)
Scanout Unit Prod PP	Scanout / Sellin	Scanout	Unit Metrics	PP or PoP	PP or PoP (Unit)
Sellin Unit % Mkt Shr +/- PP	Scanout / Sellin	Sellin	Unit Metrics	PP or PoP	PP or PoP (Unit)
Sellin Unit % Mkt Shr PP	Scanout / Sellin	Sellin	Unit Metrics	PP or PoP	PP or PoP (Unit)
Sellin Unit +/- PP	Scanout / Sellin	Sellin	Unit Metrics	PP or PoP	PP or PoP (Unit)
Sellin Unit Comp +/- PP	Scanout / Sellin	Sellin	Unit Metrics	PP or PoP	PP or PoP (Unit)
Sellin Unit Comp Contrib % PP	Scanout / Sellin	Sellin	Unit Metrics	PP or PoP	PP or PoP (Unit)
Sellin Unit Comp GI vs PP	Scanout / Sellin	Sellin	Unit Metrics	PP or PoP	PP or PoP (Unit)
Sellin Unit Comp Gr % vs PP	Scanout / Sellin	Sellin	Unit Metrics	PP or PoP	PP or PoP (Unit)
Sellin Unit Comp PP	Scanout / Sellin	Sellin	Unit Metrics	PP or PoP	PP or PoP (Unit)
Sellin Unit Contrib % PP	Scanout / Sellin	Sellin	Unit Metrics	PP or PoP	PP or PoP (Unit)
Sellin Unit EI vs PP	Scanout / Sellin	Sellin	Unit Metrics	Current Period	Current Period (Unit)
Sellin Unit GI vs PP	Scanout / Sellin	Sellin	Unit Metrics	PP or PoP	PP or PoP (Unit)
Sellin Unit Gr % vs PP	Scanout / Sellin	Sellin	Unit Metrics	PP or PoP	PP or PoP (Unit)
Sellin Unit Mkt +/- PP	Scanout / Sellin	Sellin	Unit Metrics	PP or PoP	PP or PoP (Unit)
Sellin Unit Mkt Contrib % PP	Scanout / Sellin	Sellin	Unit Metrics	PP or PoP	PP or PoP (Unit)
Sellin Unit Mkt GI vs PP	Scanout / Sellin	Sellin	Unit Metrics	PP or PoP	PP or PoP (Unit)
Sellin Unit Mkt Gr % vs PP	Scanout / Sellin	Sellin	Unit Metrics	PP or PoP	PP or PoP (Unit)
Sellin Unit Mkt PP	Scanout / Sellin	Sellin	Unit Metrics	PP or PoP	PP or PoP (Unit)
Sellin Unit PI +/- PP	Scanout / Sellin	Sellin	Unit Metrics	PP or PoP	PP or PoP (Unit)
Sellin Unit PI Gr % vs PP	Scanout / Sellin	Sellin	Unit Metrics	PP or PoP	PP or PoP (Unit)
